Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-12-07,1.89,1.96,1.89,1.96,829
2017-12-08,1.96,1.96,1.96,1.96,57
2017-12-11,1.89,2.03,1.82,2.03,66927
2017-12-12,2.03,2.03,1.89,2.03,57546
2017-12-13,2.03,2.17,1.96,2.17,42800
2017-12-14,2.17,2.31,2.03,2.17,105317
2017-12-15,2.17,2.24,2.17,2.17,27650
2017-12-18,2.17,2.17,2.1,2.1,4567
2017-12-19,2.1,2.17,1.89,1.89,23291
2017-12-20,1.96,2.1,1.96,2.1,40450
2017-12-21,2.1,2.17,1.96,1.96,19594
2017-12-22,2.1,2.17,1.96,1.96,39232
2017-12-27,1.96,2.17,1.96,2.17,30187
2017-12-28,2.17,2.17,2.03,2.1,1213
2017-12-29,2.17,2.17,2.17,2.17,71
2018-01-03,2.17,2.17,2.17,2.17,643
2018-01-04,2.1,2.17,2.1,2.17,458
2018-01-05,2.17,2.17,2.17,2.17,3416
2018-01-08,2.17,2.17,2.03,2.1,906
2018-01-09,2.03,2.1,2.03,2.1,3082
2018-01-10,2.1,2.1,2.1,2.1,11
2018-01-11,2.1,2.1,2.03,2.03,363
2018-01-12,2.03,2.03,2.03,2.03,214
2018-01-15,2.03,2.03,2.03,2.03,1061
2018-01-16,2.1,2.1,2.1,2.1,6
2018-01-17,2.1,2.1,2.03,2.03,820
2018-01-18,2.03,2.03,2.03,2.03,3273
2018-01-19,2.03,2.03,2.03,2.03,180
2018-01-22,2.03,2.03,2.03,2.03,1871
2018-01-23,2.03,2.03,2.03,2.03,714
2018-01-25,2.03,2.1,2.03,2.1,143
2018-01-26,2.03,2.03,2.03,2.03,34
2018-01-30,1.96,1.96,1.96,1.96,1156
2018-01-31,2.03,2.03,2.03,2.03,319
2018-02-01,2.03,2.03,1.96,1.96,543
2018-02-02,1.96,1.96,1.96,1.96,29
2018-02-05,1.96,2.03,1.96,1.96,4986
2018-02-06,1.96,1.96,1.68,1.82,21990
2018-02-07,1.89,1.96,1.89,1.89,1885
2018-02-08,1.96,1.96,1.89,1.89,1314
2018-02-09,1.96,1.96,1.96,1.96,1329
2018-02-12,1.89,2.03,1.89,1.96,1786
2018-02-13,1.96,2.03,1.96,1.96,329
2018-02-14,1.96,1.96,1.96,1.96,1264
2018-02-15,1.96,1.96,1.96,1.96,314
2018-02-16,1.96,1.96,1.96,1.96,429
2018-02-19,1.96,1.96,1.96,1.96,29
2018-02-20,1.96,1.96,1.96,1.96,768
2018-02-21,1.96,1.96,1.96,1.96,29
2018-02-22,1.96,1.96,1.96,1.96,201
2018-02-23,1.96,1.96,1.96,1.96,801
2018-02-26,1.96,1.96,1.96,1.96,44
2018-02-27,1.96,1.96,1.96,1.96,1669
2018-02-28,1.96,1.96,1.75,1.75,9994
2018-03-01,1.82,1.82,1.82,1.82,29
2018-03-02,1.89,1.89,1.89,1.89,71
2018-03-05,1.89,1.89,1.89,1.89,802
2018-03-06,1.89,1.89,1.89,1.89,21
2018-03-07,1.89,2.03,1.89,2.03,2563
2018-03-08,1.96,2.52,1.96,2.1,101608
2018-03-09,2.24,2.24,2.17,2.17,2735
2018-03-12,2.1,2.24,2.1,2.1,5535
2018-03-13,2.17,2.17,2.1,2.17,1464
2018-03-14,2.03,2.17,2.03,2.17,786
2018-03-15,2.1,2.1,2.1,2.1,500
2018-03-16,2.03,2.1,1.96,1.96,6415
2018-03-19,1.96,2.03,1.96,2.03,3937
2018-03-20,2.03,2.1,2.03,2.1,214
2018-03-21,2.03,2.1,1.96,2.1,1643
2018-03-22,2.1,2.1,2.03,2.03,512
2018-03-23,2.1,2.1,2.1,2.1,714
2018-03-26,1.96,2.1,1.89,2.1,1814
2018-03-27,2.1,2.1,2.1,2.1,129
2018-03-28,2.1,2.17,2.1,2.1,791
2018-03-29,2.1,2.1,2.03,2.1,279
2018-04-03,2.1,2.1,2.03,2.03,5152
2018-04-04,2.03,2.03,1.89,1.89,3090
2018-04-05,1.89,1.96,1.89,1.96,3031
2018-04-06,1.96,1.96,1.96,1.96,14
2018-04-09,2.03,2.1,1.96,2.1,2832
2018-04-11,2.1,2.17,2.1,2.1,100
2018-04-12,1.96,2.1,1.96,2.1,792
2018-04-13,2.1,2.1,1.82,1.82,10999
2018-04-16,1.82,1.96,1.82,1.89,3381
2018-04-17,1.96,1.96,1.96,1.96,553
2018-04-18,1.96,1.96,1.96,1.96,14
2018-04-19,1.96,1.96,1.96,1.96,29
2018-04-20,1.96,1.96,1.96,1.96,886
2018-04-23,1.89,1.96,1.75,1.82,9829
2018-04-24,1.89,1.89,1.89,1.89,508
2018-04-25,1.89,1.89,1.82,1.82,2178
2018-04-26,1.89,1.89,1.75,1.82,4529
2018-04-27,1.82,1.82,1.82,1.82,968
2018-04-30,1.75,1.82,1.75,1.82,2938
2018-05-02,1.82,1.82,1.68,1.75,3497
2018-05-04,1.75,1.75,1.75,1.75,490
2018-05-07,1.75,1.75,1.75,1.75,627
2018-05-08,1.75,1.75,1.75,1.75,116
2018-05-09,1.82,1.89,1.75,1.75,5039
2018-05-10,1.89,1.89,1.82,1.82,6079
2018-05-11,1.82,1.82,1.75,1.75,2700
2018-05-14,1.75,1.82,1.75,1.82,8163
2018-05-17,1.82,1.82,1.75,1.75,7160
2018-05-18,1.75,1.82,1.75,1.75,586
2018-05-21,1.75,1.75,1.75,1.75,14
2018-05-22,1.75,1.75,1.75,1.75,7
2018-05-23,1.75,1.89,1.75,1.89,814
2018-05-24,1.75,1.75,1.75,1.75,71
2018-05-25,1.75,1.75,1.75,1.75,151
2018-05-28,1.82,1.82,1.75,1.75,3959
2018-05-29,1.75,1.82,1.75,1.82,2501
2018-05-30,1.75,1.75,1.75,1.75,4237
2018-06-01,1.75,1.75,1.75,1.75,57
2018-06-04,1.75,1.75,1.75,1.75,16858
2018-06-06,1.75,1.75,1.75,1.75,29
2018-06-07,1.82,1.82,1.75,1.75,1732
2018-06-11,1.54,1.68,1.54,1.68,15269
2018-06-12,1.61,1.68,1.54,1.68,2737
2018-06-13,1.68,1.68,1.68,1.68,97
2018-06-15,1.68,1.75,1.68,1.75,952
2018-06-18,1.68,1.68,1.68,1.68,619
2018-06-19,1.68,1.75,1.61,1.75,2334
2018-06-21,1.75,1.75,1.75,1.75,286
2018-06-22,1.68,1.68,1.68,1.68,760
2018-06-25,1.68,1.75,1.61,1.75,1929
2018-06-26,1.75,1.75,1.75,1.75,43
2018-06-27,1.75,1.75,1.75,1.75,761
2018-06-28,1.75,1.75,1.75,1.75,14
2018-06-29,1.68,1.75,1.68,1.75,347
2018-07-02,1.75,1.75,1.75,1.75,1
2018-07-03,1.75,1.75,1.4,1.75,15626
2018-07-04,1.61,1.68,1.61,1.68,3000
2018-07-05,1.61,1.68,1.47,1.68,2718
2018-07-06,1.68,1.68,1.68,1.68,14
2018-07-09,1.68,1.68,1.68,1.68,14
2018-07-10,1.68,1.68,1.68,1.68,60
2018-07-11,1.68,1.68,1.68,1.68,7
2018-07-12,1.68,1.68,1.68,1.68,7
2018-07-13,1.68,1.68,1.54,1.68,225
2018-07-16,1.68,1.68,1.68,1.68,53171
2018-07-18,1.68,1.68,1.54,1.54,1454
2018-07-19,1.54,1.54,1.54,1.54,743
2018-07-20,1.54,1.75,1.47,1.68,4762
2018-07-23,1.54,1.54,1.4,1.4,34535
2018-07-24,1.4,1.4,1.26,1.4,20866
2018-07-25,1.4,1.61,1.26,1.54,84995
2018-07-26,1.54,1.54,1.4,1.54,916
2018-07-27,1.54,1.54,1.33,1.4,1957
2018-07-30,1.4,1.4,1.33,1.4,1843
2018-07-31,1.47,1.47,1.47,1.47
2018-08-01,1.47,1.47,1.47,1.47,714
2018-08-02,1.4,1.4,1.4,1.4,1462
2018-08-03,1.4,1.47,1.33,1.47,1157
2018-08-06,1.47,1.47,1.4,1.47,2586
2018-08-07,1.47,1.47,1.4,1.47,1234
2018-08-08,1.33,1.33,1.33,1.33,2429
2018-08-09,1.33,1.47,1.33,1.47,775
2018-08-10,1.4,1.4,1.33,1.33,2514
2018-08-13,1.4,1.4,1.4,1.4,72
2018-08-14,1.4,1.4,1.4,1.4,14
2018-08-16,1.4,1.4,1.4,1.4,1500
2018-08-17,1.4,1.47,1.4,1.4,1640
2018-08-20,1.4,1.4,1.4,1.4,290
2018-08-21,1.33,1.47,1.33,1.47,818
2018-08-22,1.4,1.4,1.4,1.4,429
2018-08-27,1.47,1.47,1.47,1.47,71
2018-08-28,1.47,1.47,1.47,1.47,14
2018-08-30,1.4,1.47,1.4,1.47,1122
2018-08-31,1.47,1.47,1.4,1.4,2481
2018-09-03,1.4,1.4,1.33,1.33,1014
2018-09-04,1.33,1.33,1.33,1.33,1071
2018-09-05,1.33,1.4,1.33,1.33,5252
2018-09-06,1.33,1.33,1.26,1.33,11039
2018-09-07,1.33,1.33,1.19,1.33,1086
2018-09-11,1.33,1.54,1.33,1.47,9238
2018-09-12,1.47,1.61,1.47,1.61,1621
2018-09-13,1.54,1.54,1.54,1.54,14
2018-09-14,1.47,1.54,1.4,1.54,100
2018-09-17,1.54,1.54,1.54,1.54,43
2018-09-18,1.47,1.47,1.26,1.33,2721
2018-09-19,1.33,1.4,1.33,1.4,86
2018-09-20,1.4,1.4,1.4,1.4,9
2018-09-21,1.4,1.4,1.4,1.4,9
2018-09-24,1.4,1.54,1.4,1.54,1849
2018-09-25,1.47,1.54,1.47,1.54,124
2018-09-26,1.54,1.54,1.54,1.54,14
2018-09-27,1.54,1.75,1.47,1.61,66512
2018-09-28,1.61,1.61,1.33,1.54,9886
2018-10-01,1.54,1.54,1.54,1.54,29
2018-10-02,1.54,1.54,1.47,1.54,17278
2018-10-03,1.4,1.54,1.4,1.54,800
2018-10-04,1.54,1.54,1.47,1.47,86
2018-10-05,1.47,1.54,1.47,1.54,143
2018-10-08,1.54,1.54,1.4,1.54,1186
2018-10-10,1.54,1.54,1.54,1.54,29
2018-10-11,1.47,1.47,1.19,1.47,26860
2018-10-15,1.4,1.4,1.4,1.4,71
2018-10-16,1.4,1.4,1.4,1.4,14
2018-10-17,1.4,1.4,1.4,1.4,29
2018-10-18,1.33,1.33,1.33,1.33,1500
2018-10-19,1.33,1.4,1.26,1.4,2315
2018-10-23,1.4,1.4,1.26,1.4,11346
2018-10-24,1.33,1.4,1.26,1.4,2031
2018-10-25,1.4,1.4,1.26,1.4,914
2018-10-26,1.4,1.4,1.4,1.4,1443
2018-10-29,1.4,1.4,1.4,1.4,157
2018-10-30,1.4,1.4,1.4,1.4,14
2018-10-31,1.4,1.4,1.4,1.4,1
2018-11-02,1.4,1.4,1.4,1.4,9
2018-11-05,1.4,1.4,1.4,1.4,1898
2018-11-06,1.33,1.47,1.33,1.47,2762
2018-11-07,1.54,1.54,1.47,1.54,9896
2018-11-08,1.54,1.54,1.4,1.4,5725
2018-11-23,1.68,1.68,1.43,1.5,9759
2018-11-26,1.56,1.56,1.56,1.56,1
2018-11-27,1.56,1.56,1.5,1.5,1375
2018-11-28,1.48,1.48,1.48,1.48,25
2018-11-29,1.44,1.44,1.4,1.4,3769
2018-11-30,1.41,1.6,1.4,1.58,15183
2018-12-03,1.58,1.58,1.57,1.58,144
2018-12-04,1.57,1.57,1.52,1.52,50
2018-12-05,1.52,1.52,1.52,1.52,25
2018-12-06,1.52,1.55,1.52,1.55,922
2018-12-07,1.55,1.55,1.5,1.5,609
2018-12-10,1.5,1.5,1.49,1.49,3975
2018-12-11,1.54,1.56,1.54,1.56,2000
2018-12-12,1.54,1.54,1.49,1.54,1741
2018-12-13,1.54,1.54,1.54,1.54,25
2018-12-14,1.54,1.54,1.54,1.54,25
2018-12-17,1.54,1.54,1.54,1.54,25
2018-12-18,1.54,1.54,1.53,1.54,2145
2018-12-19,1.55,1.55,1.54,1.55,7094
2018-12-20,1.53,1.54,1.53,1.54,14840
2018-12-21,1.53,1.56,1.53,1.54,67864
2018-12-27,1.55,1.55,1.54,1.54,1240
2018-12-28,1.55,1.55,1.55,1.55,850
2019-01-02,1.55,1.55,1.55,1.55,50
2019-01-03,1.55,1.57,1.55,1.56,6731
2019-01-04,1.55,1.56,1.55,1.56,735
2019-01-07,1.54,1.54,1.5,1.52,2924
2019-01-08,1.53,1.56,1.53,1.56,1340
2019-01-09,1.54,1.55,1.54,1.54,1265
2019-01-10,1.54,1.56,1.54,1.56,131
2019-01-11,1.58,1.58,1.56,1.56,3193
2019-01-14,1.57,1.58,1.56,1.56,870
2019-01-15,1.56,1.58,1.55,1.58,1589
2019-01-16,1.59,1.83,1.59,1.8,15227
2019-01-17,1.81,2.09,1.8,1.95,19658
2019-01-18,1.95,1.97,1.8,1.9,1843
2019-01-21,1.97,1.97,1.75,1.85,1749
2019-01-22,1.84,1.84,1.84,1.84,14
2019-01-23,1.78,1.97,1.71,1.97,2936
2019-01-24,1.8,2.05,1.8,1.95,5810
2019-01-25,1.9,1.95,1.9,1.95,9524
2019-01-28,1.9,2,1.87,1.99,6914
2019-01-29,1.99,1.99,1.86,1.87,30066
2019-01-30,1.92,1.95,1.87,1.87,85
2019-01-31,1.93,2.5,1.93,2.34,145963
2019-02-01,2.34,2.44,1.99,2.29,11135
2019-02-04,2.31,2.31,2.13,2.26,11641
2019-02-05,2.16,2.26,2.05,2.22,14554
2019-02-06,2.2,2.21,2.2,2.21,100
2019-02-07,2.15,2.21,2.05,2.05,1173
2019-02-08,2.17,2.17,1.99,2.08,10907
2019-02-11,2.06,2.08,1.91,1.96,2040
2019-02-12,1.93,2.1,1.9,2.04,3270
2019-02-13,2.04,2.04,1.91,1.92,3172
2019-02-14,1.99,1.99,1.87,1.87,4030
2019-02-15,1.85,2.05,1.8,1.95,12453
2019-02-18,1.95,2.02,1.95,2.02,527
2019-02-19,2,2.06,2,2.06,1548
2019-02-20,2.02,2.07,1.98,2.02,4119
2019-02-21,2.07,2.14,2.07,2.14,8944
2019-02-22,2.14,2.19,1.91,2.14,17096
2019-02-25,2.15,2.15,1.94,2.11,48574
2019-02-26,1.96,2.03,1.86,1.99,22870
2019-02-27,1.98,1.98,1.92,1.92,2220
2019-02-28,1.95,1.97,1.95,1.97,1632
2019-03-01,1.95,1.95,1.81,1.81,41704
2019-03-04,1.81,1.81,1.8,1.81,3242
2019-03-05,1.84,1.87,1.77,1.81,3950
2019-03-06,1.845,1.845,1.68,1.69,22190
2019-03-07,1.69,1.78,1.69,1.78,1640
2019-03-08,1.76,1.78,1.68,1.78,14760
2019-03-11,1.78,1.87,1.78,1.87,1370
2019-03-12,1.855,1.86,1.855,1.86,713
2019-03-13,1.855,1.86,1.855,1.86,348
2019-03-14,1.86,1.89,1.72,1.89,8294
2019-03-15,1.89,1.89,1.88,1.88,1415
2019-03-18,1.88,1.88,1.88,1.88,20
2019-03-19,1.84,1.85,1.8,1.8,1449
2019-03-20,1.85,1.88,1.8,1.88,7321
2019-03-21,1.875,1.97,1.875,1.96,9796
2019-03-22,1.96,2.13,1.7,2,34775
2019-03-25,1.975,1.98,1.69,1.84,14882
2019-03-26,1.84,1.92,1.82,1.92,2473
2019-03-27,1.92,1.92,1.68,1.83,13171
2019-03-28,1.86,1.885,1.8,1.85,7770
2019-03-29,1.84,1.95,1.84,1.95,3338
2019-04-02,1.94,1.96,1.9,1.9,7680
2019-04-03,1.89,1.89,1.89,1.89,450
2019-04-04,1.94,1.96,1.94,1.96,110
2019-04-05,1.86,1.87,1.86,1.87,658
2019-04-08,1.89,1.89,1.87,1.87,4740
2019-04-09,1.86,1.87,1.86,1.87,2223
2019-04-10,1.86,1.87,1.86,1.86,420
2019-04-11,1.82,1.82,1.76,1.79,5396
2019-04-12,1.82,1.83,1.82,1.83,836
2019-04-15,1.82,1.82,1.7,1.7,3419
2019-04-16,1.69,1.75,1.65,1.68,10036
2019-04-17,1.69,1.71,1.69,1.71,945
2019-04-18,1.71,1.72,1.71,1.72,272
2019-04-23,1.7,1.75,1.68,1.75,1650
2019-04-25,1.75,1.75,1.75,1.75,500
2019-04-26,1.75,1.75,1.75,1.75,10
2019-04-29,1.75,1.76,1.75,1.76,10064
2019-04-30,1.77,1.79,1.77,1.79,970
2019-05-02,1.79,1.79,1.73,1.73,1010
2019-05-06,1.79,1.79,1.75,1.75,1059
2019-05-07,1.76,1.79,1.72,1.77,2505
2019-05-08,1.7,1.78,1.7,1.78,255
2019-05-09,1.79,1.79,1.79,1.79,50
2019-05-10,1.75,1.76,1.62,1.76,4400
2019-05-13,1.71,1.76,1.71,1.76,525
2019-05-14,1.76,1.84,1.76,1.81,18623
2019-05-15,1.81,1.82,1.81,1.82,1200
2019-05-16,1.81,1.81,1.81,1.81,50
2019-05-17,1.8,1.8,1.76,1.78,2181
2019-05-20,1.75,1.78,1.71,1.78,1399
2019-05-21,1.78,1.78,1.78,1.78,25
2019-05-22,1.77,1.78,1.77,1.78,225
2019-05-23,1.78,1.78,1.78,1.78,50
2019-05-24,1.78,1.78,1.77,1.78,513
2019-05-27,1.74,1.77,1.74,1.77,1075
2019-05-28,1.78,1.78,1.78,1.78,50
2019-05-29,1.77,1.78,1.75,1.75,6013
2019-05-30,1.75,1.75,1.75,1.75,87
2019-05-31,1.75,1.75,1.74,1.74,974
2019-06-03,1.74,1.74,1.74,1.74,100
2019-06-04,1.74,1.78,1.71,1.74,4122
2019-06-06,1.76,1.78,1.76,1.78,637
2019-06-07,1.78,1.78,1.78,1.78,1025
2019-06-10,1.7,1.76,1.67,1.76,1469
2019-06-11,1.71,1.71,1.65,1.69,4600
2019-06-12,1.74,1.78,1.74,1.78,2512
2019-06-13,1.78,1.78,1.67,1.67,642
2019-06-17,1.67,1.67,1.67,1.67,20
2019-06-18,1.71,1.71,1.59,1.66,4400
2019-06-19,1.67,1.75,1.67,1.75,1090
2019-06-21,1.77,1.77,1.77,1.77,276
2019-06-24,1.76,1.76,1.71,1.71,1872
2019-06-26,1.71,1.71,1.71,1.71,10
2019-06-27,1.73,1.73,1.73,1.73,296
2019-06-28,1.73,1.77,1.73,1.77,205
2019-07-01,1.77,1.8,1.77,1.77,7253
2019-07-02,1.8,1.88,1.8,1.87,8898
2019-07-03,1.87,1.88,1.87,1.88,1848
2019-07-04,1.88,1.94,1.88,1.94,4331
2019-07-05,1.93,1.93,1.91,1.92,4060
2019-07-08,1.92,2.04,1.92,2,5400
2019-07-09,1.99,1.99,1.93,1.98,8431
2019-07-10,1.98,2.18,1.89,2.18,51704
2019-07-11,2.2,2.28,2.1,2.22,23295
2019-07-12,2.22,2.3,2.2,2.28,14848
2019-07-15,2.28,2.28,2.16,2.2,9003
2019-07-16,2.2,2.24,2.14,2.24,5884
2019-07-17,2.24,2.24,2.24,2.24,295
2019-07-18,2.24,2.24,2.1,2.18,5923
2019-07-19,2.14,2.24,2.12,2.18,3900
2019-07-22,2.18,2.24,2.12,2.24,7173
2019-07-23,2.26,2.3,2.22,2.28,16046
2019-07-24,2.28,2.3,2.24,2.28,12032
2019-07-25,2.28,2.28,2.22,2.28,2361
2019-07-26,2.24,2.3,2.24,2.3,8971
2019-07-29,2.3,2.38,2.3,2.38,37464
2019-07-30,2.38,2.64,2.38,2.58,58234
2019-07-31,2.58,2.62,2.52,2.62,14644
2019-08-01,2.64,3.1,2.6,2.98,143762
2019-08-02,3,3.04,2.94,2.98,19532
2019-08-05,2.98,3.2,2.46,3.16,59689
2019-08-06,3.16,3.48,3.1,3.32,45902
2019-08-07,3.28,3.7,3.06,3.3,118061
2019-08-08,3.48,3.6,3.32,3.5,49536
2019-08-09,3.5,3.5,3.34,3.48,19400
2019-08-12,3.46,3.64,3.46,3.5,24599
2019-08-13,3.68,3.7,3.58,3.68,51208
2019-08-14,3.62,3.7,3.4,3.66,26495
2019-08-16,3.68,3.68,3.5,3.68,14283
2019-08-19,3.68,3.68,3.42,3.42,15520
2019-08-20,3.42,3.46,3.06,3.26,32077
2019-08-21,3.28,3.28,3.1,3.28,18890
2019-08-22,3.28,3.28,3.04,3.22,16322
2019-08-23,3.22,3.22,3.18,3.2,754
2019-08-26,3.24,3.24,3.02,3.18,9045
2019-08-27,3.18,3.2,3.12,3.2,1887
2019-08-28,3.2,3.2,3.02,3.16,6988
2019-08-29,3.04,3.16,3,3.16,7392
2019-08-30,3.16,3.5,3.16,3.46,22411
2019-09-02,3.46,3.46,3.36,3.4,2764
2019-09-03,3.36,4.4,3.2,4.1,102595
2019-09-04,4.08,4.6,4,4.48,49287
2019-09-05,4.52,4.58,4.12,4.44,25002
2019-09-06,4.48,5,4.44,4.86,77407
2019-09-09,4.98,5.2,4.7,5,47105
2019-09-10,5.05,5.15,4.76,4.9,23878
2019-09-11,4.8,4.86,4.46,4.8,33912
2019-09-12,4.8,5,4.76,5,7488
2019-09-13,5,5.3,4.84,5.3,21189
2019-09-16,5.4,6.6,5.35,6.6,45408
2019-09-17,6.6,7,6.2,6.2,77858
2019-09-18,6.3,6.6,6.2,6.5,22022
2019-09-19,6.4,6.5,6,6.35,22436
2019-09-20,6.3,6.3,5.35,5.75,98876
2019-09-23,5.75,6.55,5.75,6.35,38124
2019-09-24,6.35,6.55,6.1,6.5,22391
2019-09-25,6.5,6.7,6.45,6.7,16162
2019-09-26,6.65,6.7,6.2,6.6,20290
2019-09-27,6.7,7.95,6.7,7.9,151585
2019-09-30,8.35,9.3,8,8.75,200544
2019-10-01,9.05,9.25,7.6,7.95,156843
2019-10-02,8,8.7,7.6,8,43592
2019-10-03,8,9,8,8.5,67728
2019-10-04,8.75,8.9,8.6,8.8,38031
2019-10-07,8.7,9.4,8.7,9.1,108241
2019-10-08,9.3,9.45,8.2,8.8,82114
2019-10-09,8.95,8.95,8,8.2,62209
2019-10-10,7.9,8.15,6.7,8.1,153734
2019-10-11,8.1,8.2,7.8,8,18090
2019-10-14,8.4,8.5,7,7.7,51457
2019-10-15,7.8,7.9,7.2,7.35,25529
2019-10-16,7.4,7.7,7.3,7.55,12304
2019-10-17,7.7,8.15,7.7,8.15,29452
2019-10-18,8.15,8.5,8,8.25,21808
2019-10-21,8.25,8.95,8.05,8.8,63831
2019-10-22,8.9,8.9,8.35,8.65,10888
2019-10-23,8.7,8.7,8.35,8.55,7866
2019-10-24,8.3,8.65,8.15,8.55,15831
2019-10-25,9.15,10.8,9.05,9.6,203277
2019-10-28,10,10.6,10,10.2,63022
2019-10-29,10.5,11.5,10,11.4,95073
2019-10-30,11.4,13.9,11.1,13.1,173190
2019-10-31,13.1,14.8,11.5,12.4,315046
2019-11-04,12.9,13.9,12.6,13.8,75985
2019-11-05,14.2,14.7,14,14.1,84435
2019-11-06,14.2,14.2,12.5,13.8,61814
2019-11-07,13.8,17.9,13.8,17.5,189361
2019-11-08,17.6,19.4,17.1,18.3,203113
2019-11-12,18.1,18.1,16.2,17.1,61327
2019-11-13,18,19.5,15.5,17,149604
2019-11-14,17.6,17.6,15.6,16.2,41232
2019-11-15,16.6,16.6,14.3,14.3,76989
2019-11-18,14,14,11.9,12.3,146024
2019-11-19,11.7,13.7,11.4,13,70014
2019-11-20,13.3,15.3,13.3,15.3,87845
2019-11-21,16,16.4,14.5,15.7,68093
2019-11-22,15.2,15.6,14.4,15.3,33085
2019-11-25,15.3,16.3,15.3,15.6,29227
2019-11-26,16,16,14.3,15,28633
2019-11-27,15.1,15.1,14.2,14.4,23572
2019-11-28,14.6,14.8,14.2,14.4,6918
2019-11-29,14.5,15.1,14.5,14.6,20322
2019-12-02,15.5,15.8,14.9,14.9,22070
2019-12-03,15,15.4,14.9,15.2,9767
2019-12-04,15.2,15.3,14.5,14.5,14363
2019-12-05,14.3,14.6,14.1,14.3,10812
2019-12-06,14,14.3,13,13.4,34562
2019-12-09,13.3,14.4,12.3,14.3,16323
2019-12-10,14.4,14.5,14,14.3,2350
2019-12-11,14,14.6,13.9,14.3,13621
2019-12-12,14.6,15,14.2,14.9,26356
2019-12-13,15,15.2,14.5,14.6,19570
2019-12-16,15,15,13.9,14.4,8447
2019-12-17,14.1,14.3,13.8,13.9,15936
2019-12-18,14.1,14.3,13.2,14.3,10818
2019-12-19,14.3,14.5,13.8,14.3,8432
2019-12-20,14.3,14.3,13.8,14.1,5632
2019-12-23,14.1,14.1,13.2,13.6,26895
2019-12-27,13.7,14,13.3,14,5085
2019-12-30,14.1,14.3,13.8,14.2,4958
2020-01-02,14.2,15.5,14.1,15.3,29940
2020-01-03,15.7,16.5,15.1,15.4,55435
2020-01-07,15.6,16,15.5,15.9,19582
2020-01-08,16,17.7,15.9,17.7,80165
2020-01-09,18.1,19.4,18,18.8,119996
2020-01-10,18.9,19.4,18.5,19,49439
2020-01-13,19,21.4,18.6,21.2,150588
2020-01-14,21.6,23,19.6,20.6,148415
2020-01-15,21,23.6,21,23.2,93997
2020-01-16,23.2,24,22.4,23.6,126813
2020-01-17,23.8,23.8,21,22.8,84254
2020-01-20,23,23.4,22.8,23.2,43664
2020-01-21,23.4,23.4,21.8,22.4,54979
2020-01-22,22.4,22.6,20.4,22,64259
2020-01-23,23,23.8,22.6,23,91156
2020-01-24,23,23.8,21.6,22,50349
2020-01-27,22.6,22.6,19.6,20.4,122741
2020-01-28,20.8,21.8,20,20.8,57441
2020-01-29,20.8,21.4,20.4,20.6,25152
2020-01-30,20,20.6,19.5,20.2,61539
2020-01-31,20.6,21.8,20.6,21.6,40836
2020-02-03,22.6,23,22,22.6,53336
2020-02-04,23,23.2,22.4,22.8,35570
2020-02-05,23,23.2,21.6,22.4,37353
2020-02-06,22.4,22.4,21.6,22,21749
2020-02-07,22.4,22.4,20.8,22,31318
2020-02-10,22.4,22.8,22,22.6,23036
2020-02-11,22.8,22.8,22.2,22.4,15335
2020-02-12,22.4,22.4,21.6,22.4,13736
2020-02-13,22.6,22.8,22.4,22.6,13180
2020-02-14,22.6,22.8,22,22.6,14971
2020-02-17,22.8,23,22.2,23,26699
2020-02-18,23,23.6,22.6,22.6,16895
2020-02-19,23,23,22.6,23,11007
2020-02-20,23,23.6,23,23.2,17751
2020-02-21,23.4,23.6,22.8,23.4,29260
2020-02-24,23.4,23.6,21.2,21.6,63322
2020-02-25,21,21,18.5,19.7,127621
2020-02-26,18.4,20.4,17.6,20,161266
2020-02-27,20.6,20.6,18.1,18.3,52995
2020-02-28,16.8,17.8,13.5,16,157435
2020-03-02,16.5,18.5,16.4,18.1,91563
2020-03-03,18.9,19.7,18.4,19.6,48869
2020-03-04,19.2,19.5,17.8,19.3,39282
2020-03-05,19.8,20.4,18.6,19,58234
2020-03-06,18.5,18.6,17.7,18.2,32714
2020-03-09,17.5,17.6,15.3,16,66261
2020-03-10,16.2,17.3,15.2,15.3,30402
2020-03-11,15.9,16.3,13.5,14,72597
2020-03-12,12.8,12.8,9.2,9.7,149264
2020-03-13,9.7,13.5,9.7,11.8,229855
2020-03-16,11.8,14.1,10.9,13.5,163944
2020-03-17,13.5,15.8,13.4,15.1,191729
2020-03-18,15.2,15.3,13.5,14.5,66927
2020-03-19,13.8,16,13.8,15.9,82102
2020-03-20,16.5,17.5,15.5,16.3,91502
2020-03-23,15.2,15.2,13.5,14.7,68090
2020-03-24,15.2,15.7,13.5,14.4,76324
2020-03-25,15.2,15.5,13.8,14.2,39766
2020-03-26,14.1,14.2,13.7,14.2,24742
2020-03-27,14.4,14.4,13.8,13.9,15316
2020-03-30,13.6,13.7,12.9,13.7,48724
2020-03-31,14,14,13,13.6,26163
2020-04-01,13.5,13.5,13,13.3,16997
2020-04-02,15.5,16.4,14,14.68,140818
2020-04-03,14.96,14.96,14,14.2,36438
2020-04-06,14.3,14.4,13.62,14,50009
2020-04-07,14.4,15.22,14,14.22,63095
2020-04-08,14.48,14.54,14.1,14.34,11795
2020-04-09,14.6,14.78,14.1,14.48,24706
2020-04-14,14.88,16.5,14.6,16.5,85060
