"Date" "WIG20" "DAX" "DJI"
"2009-02-19" 1405.94 4215.21 7465.95
"2009-02-20" 1383.1 4014.66 7365.67
"2009-02-23" 1365.16 3936.45 7114.78
"2009-02-24" 1361.08 3895.75 7350.94
"2009-02-25" 1345.15 3846.21 7270.89
"2009-02-26" 1392.76 3942.62 7182.08
"2009-02-27" 1372.47 3843.74 7062.93
"2009-03-02" 1380.24 3710.07 6763.29
"2009-03-03" 1401.92 3690.72 6726.02
"2009-03-04" 1461.22 3890.94 6875.84
"2009-03-05" 1444.88 3695.49 6594.44
"2009-03-06" 1476.46 3666.41 6626.94
"2009-03-09" 1455.67 3692.03 6547.05
"2009-03-10" 1481.42 3886.98 6926.49
"2009-03-11" 1500.95 3914.1 6930.4
"2009-03-12" 1494.19 3956.22 7170.06
"2009-03-13" 1488.8 3953.6 7223.98
"2009-03-16" 1513.7 4044.54 7216.97
"2009-03-17" 1481.61 3987.77 7395.7
"2009-03-18" 1452.81 3996.32 7486.58
"2009-03-19" 1487.71 4043.46 7400.8
"2009-03-20" 1506.5 4068.74 7278.38
"2009-03-23" 1550.43 4176.37 7775.86
"2009-03-24" 1552.71 4187.36 7660.21
"2009-03-25" 1633.3 4223.29 7749.81
"2009-03-26" 1623.91 4259.37 7924.56
"2009-03-27" 1574.81 4203.55 7776.18
"2009-03-30" 1517.45 3989.23 7522.02
"2009-03-31" 1511.85 4084.76 7608.92
"2009-04-01" 1523.8 4131.07 7761.6
"2009-04-02" 1629.76 4381.92 7978.08
"2009-04-03" 1668.1 4384.99 8017.59
"2009-04-06" 1684.3 4349.81 7975.85
"2009-04-07" 1653.63 4322.5 7789.56
"2009-04-08" 1740.83 4357.92 7837.11
"2009-04-09" 1784.94 4491.12 8083.38
"2009-04-14" 1770.4 4557.01 7920.18
"2009-04-15" 1784.55 4549.79 8029.62
"2009-04-16" 1763.4 4609.46 8125.43
"2009-04-17" 1698.31 4676.84 8131.33
"2009-04-20" 1657.28 4486.3 7841.73
"2009-04-21" 1660.91 4501.63 7969.56
"2009-04-22" 1695.32 4594.42 7886.57
"2009-04-23" 1712.65 4538.21 7957.06
"2009-04-24" 1767.44 4674.32 8076.29
"2009-04-27" 1739.79 4694.07 8025
"2009-04-28" 1686.54 4607.42 8016.95
"2009-04-29" 1749.82 4704.56 8185.73
"2009-04-30" 1798.51 4769.45 8168.12
"2009-05-04" 1874.53 4902.45 8426.74
"2009-05-05" 1858.27 4853.03 8410.65
"2009-05-06" 1854.31 4880.71 8512.28
"2009-05-07" 1841.33 4804.1 8409.85
"2009-05-08" 1847.06 4913.9 8574.65
"2009-05-11" 1824.55 4866.91 8418.77
"2009-05-12" 1865.18 4854.11 8469.11
"2009-05-13" 1814.78 4727.61 8284.89
"2009-05-14" 1807.35 4738.47 8331.32
"2009-05-15" 1810.08 4737.5 8268.64
"2009-05-18" 1846.99 4851.96 8504.08
"2009-05-19" 1883.03 4959.62 8474.85
"2009-05-20" 1879.35 5038.94 8422.04
"2009-05-21" 1830.43 4900.67 8292.13
"2009-05-22" 1814.62 4918.75 8277.32
"2009-05-26" 1808.68 4985.6 8473.49
"2009-05-27" 1845.56 5000.77 8300.02
"2009-05-28" 1814.29 4932.88 8403.8
"2009-05-29" 1802.37 4940.82 8500.33
"2009-06-01" 1916.76 5142.56 8721.44
"2009-06-02" 1968.71 5144.06 8740.87
"2009-06-03" 1937.89 5054.53 8675.24
"2009-06-04" 1969 5064.8 8750.24
"2009-06-05" 1962.39 5077.03 8763.13
"2009-06-08" 1920.28 5004.72 8764.49
"2009-06-09" 1959.86 4997.86 8763.06
"2009-06-10" 2002.85 5051.18 8739.02
"2009-06-12" 2041.32 5069.24 8799.26
"2009-06-15" 2005.54 4889.94 8612.13
"2009-06-16" 1978.51 4890.72 8504.67
"2009-06-17" 1926.12 4799.98 8497.18
"2009-06-18" 1927.35 4837.48 8555.6
"2009-06-19" 1965.17 4839.46 8539.73
"2009-06-22" 1843.2 4693.4 8339.01
"2009-06-23" 1837.63 4707.15 8322.91
"2009-06-24" 1864.43 4836.01 8299.86
"2009-06-25" 1852.87 4800.56 8472.4
"2009-06-26" 1858.24 4776.47 8438.39
"2009-06-29" 1878 4885.09 8529.38
"2009-06-30" 1862.36 4808.64 8447
"2009-07-01" 1883.16 4905.44 8504.06
"2009-07-02" 1841.04 4718.49 8280.74
"2009-07-06" 1810.97 4651.82 8324.87
"2009-07-07" 1810.38 4598.19 8163.6
"2009-07-08" 1807.39 4572.65 8178.41
"2009-07-09" 1819.56 4630.07 8183.17
"2009-07-10" 1790.44 4576.31 8146.52
"2009-07-13" 1813.14 4722.34 8331.68
"2009-07-14" 1867.3 4781.69 8359.49
"2009-07-15" 1912.64 4928.44 8616.21
"2009-07-16" 1913.86 4957.19 8711.82
"2009-07-17" 1897.32 4978.4 8743.94
"2009-07-20" 1998.39 5030.15 8848.15
"2009-07-21" 2032.31 5093.97 8915.94
"2009-07-22" 1994.91 5121.56 8881.26
"2009-07-23" 2052.22 5247.28 9069.29
"2009-07-24" 2083.95 5229.36 9093.24
"2009-07-27" 2075.32 5251.55 9108.51
"2009-07-28" 2033.95 5174.74 9096.72
"2009-07-29" 2040.56 5270.32 9070.72
"2009-07-30" 2140.12 5374.52 9154.46
"2009-07-31" 2137.56 5332.14 9171.61
"2009-08-03" 2158.54 5426.85 9286.56
"2009-08-04" 2132.27 5417.02 9320.19
"2009-08-05" 2061.92 5353.01 9280.97
"2009-08-06" 2075.51 5369.98 9256.26
"2009-08-07" 2116.05 5458.96 9370.07
"2009-08-10" 2133.03 5418.12 9337.95
"2009-08-11" 2077.36 5285.81 9241.45
"2009-08-12" 2069.27 5350.09 9361.61
"2009-08-13" 2119.79 5401.11 9398.19
"2009-08-14" 2097.16 5309.11 9321.4
"2009-08-17" 2030.7 5201.61 9135.34
"2009-08-18" 2054.26 5250.74 9217.94
"2009-08-19" 2081.54 5231.98 9279.16
"2009-08-20" 2146.84 5311.06 9350.05
"2009-08-21" 2234.63 5462.74 9505.96
"2009-08-24" 2289.44 5519.75 9509.28
"2009-08-25" 2317.07 5557.09 9539.29
"2009-08-26" 2249.51 5521.97 9543.52
"2009-08-27" 2214.78 5470.33 9580.63
"2009-08-28" 2235.91 5517.35 9544.2
"2009-08-31" 2212.72 5464.61 9496.28
"2009-09-01" 2199.6 5327.29 9310.6
"2009-09-02" 2114.17 5319.84 9280.67
"2009-09-03" 2121.32 5301.42 9344.61
"2009-09-04" 2117.09 5384.43 9441.27
"2009-09-08" 2196.93 5481.73 9497.34
"2009-09-09" 2219.81 5574.26 9547.22
"2009-09-10" 2185.22 5594.77 9627.48
"2009-09-11" 2148.76 5624.02 9605.41
"2009-09-14" 2102.53 5620.24 9626.8
"2009-09-15" 2099.17 5628.98 9683.41
"2009-09-16" 2145.75 5700.26 9791.71
"2009-09-17" 2164.82 5731.14 9783.92
"2009-09-18" 2147.28 5703.83 9820.2
"2009-09-21" 2137.8 5668.65 9778.86
"2009-09-22" 2246.97 5709.38 9829.87
"2009-09-23" 2270.89 5702.05 9748.55
"2009-09-24" 2256.39 5605.21 9707.44
"2009-09-25" 2245.27 5581.41 9665.19
"2009-09-28" 2260.61 5736.31 9789.36
"2009-09-29" 2202.16 5713.52 9742.2
"2009-09-30" 2192.37 5675.16 9712.28
"2009-10-01" 2255.68 5554.55 9509.28
"2009-10-02" 2144.13 5467.9 9487.67
"2009-10-05" 2150.59 5508.85 9599.75
"2009-10-06" 2222.27 5657.64 9731.25
"2009-10-07" 2183.16 5640.75 9725.58
"2009-10-08" 2205.42 5716.54 9786.87
"2009-10-09" 2211.26 5711.88 9864.94
"2009-10-12" 2238.51 5783.23 9885.8
"2009-10-13" 2227.46 5714.31 9871.06
"2009-10-14" 2302.54 5854.14 10015.9
"2009-10-15" 2276.1 5830.77 10062.9
"2009-10-16" 2272.37 5743.39 9995.91
"2009-10-19" 2322.17 5852.56 10092.2
"2009-10-20" 2348.65 5811.77 10041.5
"2009-10-21" 2370.65 5833.49 9949.36
"2009-10-22" 2368.11 5762.93 10081.3
"2009-10-23" 2412.18 5740.25 9972.18
"2009-10-26" 2381.07 5642.16 9867.96
"2009-10-27" 2330.69 5635.02 9882.17
"2009-10-28" 2273.83 5496.27 9762.69
"2009-10-29" 2306.95 5587.45 9962.58
"2009-10-30" 2274.72 5414.96 9712.73
"2009-11-02" 2264.07 5430.82 9789.44
"2009-11-03" 2193.87 5353.35 9771.91
"2009-11-04" 2249.08 5444.23 9802.14
"2009-11-05" 2305.84 5480.92 10006
"2009-11-06" 2276.74 5488.25 10023.4
"2009-11-09" 2358.84 5619.72 10226.9
"2009-11-10" 2373.3 5613.2 10247
"2009-11-12" 2393.6 5663.96 10197.5
"2009-11-13" 2356.59 5686.83 10270.5
"2009-11-16" 2429.41 5804.82 10407
"2009-11-17" 2426.98 5778.43 10437.4
"2009-11-18" 2370.07 5787.61 10426.3
"2009-11-19" 2328.44 5702.18 10332.4
"2009-11-20" 2347.67 5663.15 10318.2
"2009-11-23" 2411.7 5801.48 10451
"2009-11-24" 2366.25 5769.31 10433.7
"2009-11-25" 2365.44 5803.02 10464.4
"2009-11-27" 2316.97 5685.61 10309.9
"2009-11-30" 2352.71 5625.95 10344.8
"2009-12-01" 2378.43 5776.61 10471.6
"2009-12-02" 2392.93 5781.68 10452.7
"2009-12-03" 2389.04 5770.35 10366.2
"2009-12-04" 2448.25 5817.65 10388.9
"2009-12-07" 2431.26 5784.75 10390.1
"2009-12-08" 2374.7 5688.58 10286
"2009-12-09" 2320.13 5647.84 10337
"2009-12-10" 2314.28 5709.02 10405.8
"2009-12-11" 2333.97 5756.29 10471.5
"2009-12-14" 2352.02 5802.26 10501
"2009-12-15" 2351.48 5811.34 10452
"2009-12-16" 2359.88 5903.43 10441.1
"2009-12-17" 2330.73 5844.44 10308.3
"2009-12-18" 2322.64 5831.21 10328.9
"2009-12-21" 2341.9 5930.53 10414.1
"2009-12-22" 2364.9 5945.69 10464.9
"2009-12-23" 2371.07 5957.44 10466.4
"2009-12-28" 2405.04 6002.92 10547.1
"2009-12-29" 2414.85 6011.55 10545.4
"2009-12-30" 2396.44 5957.43 10548.5
"2010-01-04" 2444.58 6048.3 10584
"2010-01-05" 2462.3 6031.86 10572
"2010-01-06" 2472.83 6034.33 10573.7
"2010-01-07" 2436.4 6019.36 10606.9
"2010-01-08" 2440.42 6037.61 10618.2
"2010-01-11" 2473.5 6040.5 10664
"2010-01-12" 2448.71 5943 10627.3
"2010-01-13" 2458.05 5963.14 10680.8
"2010-01-14" 2451.98 5988.88 10710.5
"2010-01-15" 2442.38 5875.97 10609.7
"2010-01-19" 2489.42 5976.48 10725.4
"2010-01-20" 2489.45 5851.53 10603.2
"2010-01-21" 2470.51 5746.97 10389.9
"2010-01-22" 2407.78 5695.32 10173
"2010-01-25" 2417.87 5631.37 10196.9
"2010-01-26" 2388.64 5668.93 10194.3
"2010-01-27" 2373.41 5643.2 10236.2
"2010-01-28" 2362.93 5540.33 10120.5
"2010-01-29" 2382.64 5608.79 10067.3
"2010-02-01" 2363.18 5654.48 10185.5
"2010-02-02" 2374.35 5709.66 10296.8
"2010-02-03" 2383.95 5672.09 10270.5
"2010-02-04" 2285.94 5533.24 10002.2
"2010-02-05" 2195.65 5434.34 10012.2
"2010-02-08" 2189.35 5484.85 9908.39
"2010-02-09" 2205.27 5498.26 10058.6
"2010-02-10" 2215.15 5536.37 10038.4
"2010-02-11" 2173.25 5503.93 10144.2
"2010-02-12" 2216.71 5500.39 10099.1
"2010-02-16" 2239.53 5592.12 10268.8
"2010-02-17" 2281.92 5648.34 10309.2
"2010-02-18" 2250.77 5680.41 10392.9
"2010-02-19" 2249.48 5722.05 10402.3
"2010-02-22" 2267.3 5688.44 10383.4
"2010-02-23" 2240.28 5604.07 10282.4
"2010-02-24" 2233.08 5615.51 10374.2
"2010-02-25" 2198.36 5532.33 10321
"2010-02-26" 2265.01 5598.46 10325.3
"2010-03-01" 2288.85 5713.51 10403.8
"2010-03-02" 2347.58 5776.56 10406
"2010-03-03" 2357.54 5817.88 10396.8
"2010-03-04" 2361.62 5795.32 10444.1
"2010-03-05" 2389.37 5877.36 10566.2
"2010-03-08" 2406.55 5875.91 10552.5
"2010-03-09" 2393.88 5885.89 10564.4
"2010-03-10" 2412.18 5936.72 10567.3
"2010-03-11" 2403.05 5928.63 10611.8
"2010-03-12" 2415.82 5945.11 10624.7
"2010-03-15" 2392.78 5903.56 10642.2
"2010-03-16" 2445.34 5970.99 10686
"2010-03-17" 2465.98 6024.28 10733.7
"2010-03-18" 2445.4 6012.31 10779.2
"2010-03-19" 2441.39 5982.43 10742
"2010-03-22" 2437.59 5987.5 10785.9
"2010-03-23" 2456.24 6017.27 10888.8
"2010-03-24" 2445.32 6039 10836.2
"2010-03-25" 2495.13 6132.95 10841.2
"2010-03-26" 2495.65 6120.05 10850.4
"2010-03-29" 2485.35 6156.85 10895.9
"2010-03-30" 2506.24 6142.45 10907.4
"2010-03-31" 2495.6 6153.55 10856.6
"2010-04-01" 2552.5 6235.56 10927.1
"2010-04-06" 2575.36 6252.21 10970
"2010-04-07" 2561.5 6222.41 10897.5
"2010-04-08" 2522.36 6171.83 10927.1
"2010-04-09" 2553.58 6249.7 10997.3
"2010-04-12" 2578.66 6250.69 11006
"2010-04-13" 2587.69 6230.83 11019.4
"2010-04-14" 2604.76 6278.4 11123.1
"2010-04-15" 2601.01 6291.45 11144.6
"2010-04-16" 2594.83 6180.9 11018.7
"2010-04-19" 2534.38 6162.44 11092
"2010-04-20" 2569.41 6264.23 11117.1
"2010-04-21" 2545.99 6230.38 11124.9
"2010-04-22" 2483.68 6168.72 11134.3
"2010-04-23" 2514.63 6259.53 11204.3
"2010-04-26" 2577.26 6332.1 11205
"2010-04-27" 2535.67 6159.51 10992
"2010-04-28" 2486.53 6084.34 11045.3
"2010-04-29" 2534.41 6144.91 11167.3
"2010-04-30" 2547.52 6135.7 11008.6
"2010-05-04" 2452.7 6006.86 10926.8
"2010-05-05" 2414.46 5958.45 10868.1
"2010-05-06" 2397.6 5908.26 10520.3
"2010-05-07" 2336.99 5715.09 10380.4
"2010-05-10" 2458.36 6017.91 10785.1
"2010-05-11" 2443.52 6037.71 10748.3
"2010-05-12" 2469.07 6183.49 10896.9
"2010-05-13" 2458.51 6251.97 10783
"2010-05-14" 2389.61 6056.71 10620.2
"2010-05-17" 2413.23 6066.92 10625.8
"2010-05-18" 2431.4 6155.93 10511
"2010-05-19" 2356.51 5988.67 10444.4
"2010-05-20" 2287.07 5867.88 10068
"2010-05-21" 2308.92 5829.25 10193.4
"2010-05-24" 2326.79 5805.68 10066.6
"2010-05-25" 2270.13 5670.04 10043.8
"2010-05-26" 2371.29 5758.02 9974.45
"2010-05-27" 2394.31 5937.14 10259
"2010-05-28" 2427.11 5946.18 10136.6
"2010-06-01" 2390.58 5981.27 10024
"2010-06-02" 2405.25 5981.2 10249.5
"2010-06-04" 2354.86 5938.88 9931.97
"2010-06-07" 2330.89 5904.95 9816.49
"2010-06-08" 2326.32 5868.55 9939.98
"2010-06-09" 2342.13 5984.75 9899.25
"2010-06-10" 2380.25 6056.59 10172.5
"2010-06-11" 2378.4 6047.83 10211.1
"2010-06-14" 2403.9 6125 10190.9
"2010-06-15" 2384.34 6175.05 10404.8
"2010-06-16" 2383.24 6190.91 10409.5
"2010-06-17" 2351.22 6223.54 10434.2
"2010-06-18" 2361.16 6216.98 10450.6
"2010-06-21" 2395.33 6292.97 10442.4
"2010-06-22" 2379.48 6269.04 10293.5
"2010-06-23" 2329.88 6204.52 10298.4
"2010-06-24" 2326.17 6115.48 10152.8
"2010-06-25" 2337.98 6070.6 10143.8
"2010-06-28" 2337.12 6157.22 10138.5
"2010-06-29" 2275.83 5952.03 9870.3
"2010-06-30" 2271.03 5965.52 9774.02
"2010-07-01" 2270.52 5857.43 9732.53
"2010-07-02" 2300.67 5834.15 9686.48
"2010-07-06" 2336.27 5940.98 9743.62
"2010-07-07" 2331.37 5992.86 10018.3
"2010-07-08" 2329.15 6035.66 10139
"2010-07-09" 2333.6 6065.24 10198
"2010-07-12" 2360.15 6077.19 10216.3
"2010-07-13" 2380.28 6191.13 10363
"2010-07-14" 2388.46 6209.76 10366.7
"2010-07-15" 2394.47 6149.36 10359.3
"2010-07-16" 2375.24 6040.27 10097.9
"2010-07-19" 2381.92 6009.11 10154.4
"2010-07-20" 2360.91 5967.49 10230
"2010-07-21" 2414.83 5990.38 10120.5
"2010-07-22" 2455.3 6142.15 10322.3
"2010-07-23" 2460.96 6166.34 10424.6
"2010-07-26" 2494.95 6194.21 10525.4
"2010-07-27" 2482.11 6207.31 10537.7
"2010-07-28" 2470.16 6178.94 10497.9
"2010-07-29" 2483.36 6134.7 10467.2
"2010-07-30" 2474.67 6147.97 10465.9
"2010-08-02" 2542.56 6292.13 10674.4
"2010-08-03" 2545.6 6307.91 10636.4
"2010-08-04" 2554.59 6331.33 10680.43
"2010-08-05" 2546.89 6333.58 10674.98
"2010-08-06" 2548.63 6259.63 10653.56
"2010-08-09" 2528.42 6351.6 10698.75
"2010-08-10" 2489.77 6286.25 10644.25
"2010-08-11" 2455.41 6154.07 10378.83
"2010-08-12" 2466.67 6135.17 10319.95
"2010-08-13" 2452.05 6110.41 10303.15
"2010-08-16" 2482.89 6110.57 10302.01
"2010-08-17" 2493.05 6206.4 10405.85
"2010-08-18" 2479.64 6186.31 10415.54
"2010-08-19" 2463.84 6075.13 10271.21
"2010-08-20" 2445.14 6005.16 10213.62
"2010-08-23" 2465.59 6010.91 10174.41
"2010-08-24" 2410.23 5935.44 10040.45
"2010-08-25" 2393.28 5899.5 10060.06
"2010-08-26" 2400.33 5912.58 9985.81
"2010-08-27" 2430.39 5951.17 10150.65
"2010-08-30" 2413.91 5912.41 10009.73
"2010-08-31" 2431.11 5925.22 10014.72
"2010-09-01" 2453.44 6083.9 10269.47
"2010-09-02" 2460.66 6083.85 10320.1
"2010-09-03" 2476.19 6134.62 10447.93
"2010-09-07" 2478.75 6117.89 10340.69
"2010-09-08" 2530.63 6164.44 10387.01
"2010-09-09" 2535.85 6221.52 10415.24
"2010-09-10" 2524.48 6214.77 10462.77
"2010-09-13" 2559.89 6261.68 10544.13
"2010-09-14" 2552.88 6275.41 10526.49
"2010-09-15" 2558.14 6261.87 10572.73
"2010-09-16" 2546.45 6249.65 10594.83
"2010-09-17" 2539.42 6209.76 10607.85
"2010-09-20" 2554.96 6294.58 10753.62
"2010-09-21" 2589.73 6275.98 10761.03
"2010-09-22" 2591.3 6208.33 10739.31
"2010-09-23" 2571.35 6184.71 10662.42
"2010-09-24" 2606.78 6298.3 10860.26
"2010-09-27" 2602.14 6278.89 10812.04
"2010-09-28" 2572.31 6276.09 10858.14
"2010-09-29" 2585.42 6246.92 10835.28
"2010-09-30" 2615.22 6229.02 10788.05
"2010-10-01" 2611.3 6211.34 10829.68
"2010-10-04" 2633.94 6134.21 10751.27
"2010-10-05" 2667.14 6215.83 10944.72
"2010-10-06" 2664.1 6270.73 10967.65
"2010-10-07" 2626.43 6276.25 10948.58
"2010-10-08" 2609.15 6291.67 11006.48
"2010-10-11" 2625.95 6309.51 11010.34
"2010-10-12" 2627.88 6304.57 11020.4
"2010-10-13" 2693.08 6434.52 11096.08
"2010-10-14" 2676.9 6455.27 11094.57
"2010-10-15" 2654.25 6492.3 11062.78
"2010-10-18" 2663.44 6516.63 11143.69
"2010-10-19" 2626.39 6490.69 10978.62
"2010-10-20" 2615.81 6524.55 11107.97
"2010-10-21" 2653.94 6611.01 11146.57
"2010-10-22" 2641.6 6605.84 11132.56
"2010-10-25" 2641.8 6639.21 11164.05
"2010-10-26" 2629.35 6613.8 11169.46
"2010-10-27" 2641.84 6568 11126.28
"2010-10-28" 2638.97 6595.28 11113.95
"2010-10-29" 2651.27 6601.37 11118.49
"2010-11-02" 2679.22 6654.31 11188.72
"2010-11-03" 2668.39 6617.8 11215.13
"2010-11-04" 2721.43 6734.69 11434.84
"2010-11-05" 2733.37 6754.2 11444.08
"2010-11-08" 2731.56 6750.5 11406.84
"2010-11-09" 2769.26 6787.81 11346.75
"2010-11-10" 2726.48 6719.84 11357.04
"2010-11-12" 2739.5 6734.61 11192.58
"2010-11-15" 2719.14 6790.17 11201.97
"2010-11-16" 2682.82 6663.24 11023.5
"2010-11-17" 2680.57 6700.07 11007.88
"2010-11-18" 2688.32 6832.11 11181.23
"2010-11-19" 2655.84 6843.55 11203.55
"2010-11-22" 2645.75 6822.05 11178.58
"2010-11-23" 2637.95 6705 11036.37
"2010-11-24" 2662.32 6823.8 11187.28
"2010-11-26" 2641.81 6848.98 11092
"2010-11-29" 2616.18 6697.97 11052.49
"2010-11-30" 2611.6 6688.49 11006.02
"2010-12-01" 2667.42 6866.63 11255.78
"2010-12-02" 2682.05 6957.61 11362.41
"2010-12-03" 2712.09 6947.72 11382.09
"2010-12-06" 2747.28 6954.38 11362.19
"2010-12-07" 2765.38 7001.91 11359.16
"2010-12-08" 2763.97 6975.87 11372.48
"2010-12-09" 2757.07 6964.16 11370.06
"2010-12-10" 2763.26 7006.17 11410.32
"2010-12-13" 2769.89 7029.39 11428.56
"2010-12-14" 2774.61 7027.4 11476.54
"2010-12-15" 2787.09 7016.37 11457.47
"2010-12-16" 2755.36 7024.4 11499.25
"2010-12-17" 2759.52 6982.45 11491.91
"2010-12-20" 2741.3 7018.6 11478.13
"2010-12-21" 2772.03 7077.99 11533.16
"2010-12-22" 2769.51 7067.92 11559.49
"2010-12-23" 2768.66 7057.69 11573.49
"2010-12-27" 2758.5 6970.73 11555.03
"2010-12-28" 2742.54 6972.1 11575.54
"2010-12-29" 2775.89 6995.47 11585.38
"2010-12-30" 2756.88 6914.19 11569.71
"2011-01-03" 2782.32 6989.74 11670.75
"2011-01-04" 2739.96 6975.35 11691.18
"2011-01-05" 2705.35 6939.82 11722.89
"2011-01-07" 2682 6947.84 11674.76
"2011-01-10" 2658.32 6857.06 11637.45
"2011-01-11" 2671.38 6941.57 11671.88
"2011-01-12" 2719.34 7068.78 11755.44
"2011-01-13" 2725.48 7075.11 11731.9
"2011-01-14" 2704.88 7075.7 11787.38
"2011-01-18" 2794.58 7143.45 11837.93
"2011-01-19" 2757.3 7082.76 11825.29
"2011-01-20" 2726.25 7024.27 11822.8
"2011-01-21" 2733.31 7062.42 11871.84
"2011-01-24" 2722.41 7067.77 11980.52
"2011-01-25" 2695.94 7059.01 11977.19
"2011-01-26" 2715.71 7127.35 11985.44
"2011-01-27" 2724.95 7155.58 11989.83
"2011-01-28" 2704.92 7102.8 11823.7
"2011-01-31" 2704.86 7077.48 11891.93
"2011-02-01" 2727.96 7184.27 12040.16
"2011-02-02" 2724.96 7183.67 12041.97
"2011-02-03" 2733.73 7193.68 12062.26
"2011-02-04" 2742.34 7216.21 12092.15
"2011-02-07" 2741.18 7283.62 12161.63
"2011-02-08" 2737.65 7323.24 12233.15
"2011-02-09" 2742.05 7320.9 12239.89
"2011-02-10" 2706.01 7340.28 12229.29
"2011-02-11" 2727.06 7371.2 12273.26
"2011-02-14" 2716.36 7396.63 12268.19
"2011-02-15" 2702.62 7400.04 12226.64
"2011-02-16" 2687.45 7414.3 12288.17
"2011-02-17" 2641.83 7405.51 12318.14
"2011-02-18" 2663.53 7426.81 12391.25
"2011-02-22" 2653.51 7318.35 12212.79
"2011-02-23" 2673.86 7194.6 12105.78
"2011-02-24" 2653.94 7130.5 12068.5
"2011-02-25" 2673.52 7185.17 12130.45
"2011-02-28" 2717.81 7272.32 12226.34
"2011-03-01" 2692.29 7223.3 12058.02
"2011-03-02" 2708.54 7181.12 12066.8
"2011-03-03" 2762.89 7225.96 12258.2
"2011-03-04" 2783.11 7178.9 12169.88
"2011-03-07" 2788.23 7161.93 12090.03
"2011-03-08" 2794.73 7164.75 12214.38
"2011-03-09" 2780.27 7131.8 12213.09
"2011-03-10" 2760.25 7063.09 11984.61
"2011-03-11" 2749.3 6981.49 12044.4
"2011-03-14" 2757.76 6866.63 11993.16
"2011-03-15" 2748.55 6647.66 11855.42
"2011-03-16" 2714.19 6513.84 11613.3
"2011-03-17" 2757.54 6656.88 11774.59
"2011-03-18" 2779.69 6664.4 11858.52
"2011-03-21" 2792.57 6816.12 12036.53
"2011-03-22" 2768.11 6780.97 12018.63
"2011-03-23" 2768.96 6804.45 12086.02
"2011-03-24" 2781.98 6933.58 12170.56
"2011-03-25" 2813.89 6946.36 12220.59
"2011-03-28" 2828.42 6938.63 12197.88
"2011-03-29" 2816.07 6934.44 12279.01
"2011-03-30" 2806.43 7057.15 12350.61
"2011-03-31" 2816.96 7041.31 12319.73
"2011-04-01" 2877.24 7179.81 12376.72
"2011-04-04" 2883.35 7175.33 12400.03
"2011-04-05" 2884.4 7175.31 12393.9
"2011-04-06" 2928.19 7215.11 12426.75
"2011-04-07" 2928.95 7178.78 12409.49
"2011-04-08" 2903.53 7217.02 12380.05
"2011-04-11" 2908.38 7204.86 12381.11
"2011-04-12" 2890.82 7102.91 12263.58
"2011-04-13" 2923.8 7177.97 12270.99
"2011-04-14" 2906.85 7146.56 12285.15
"2011-04-15" 2917.21 7178.29 12341.83
"2011-04-18" 2872.7 7026.85 12201.59
"2011-04-19" 2888.09 7039.31 12266.75
"2011-04-20" 2925.83 7249.19 12453.54
"2011-04-21" 2908.02 7295.49 12505.99
"2011-04-26" 2927.04 7356.51 12595.37
"2011-04-27" 2917.34 7404.95 12690.96
"2011-04-28" 2932.62 7475.22 12763.31
"2011-04-29" 2913.13 7514.46 12810.54
"2011-05-02" 2919.81 7527.64 12807.36
"2011-05-04" 2878.44 7373.93 12723.58
"2011-05-05" 2858.91 7376.96 12584.17
"2011-05-06" 2867.19 7492.25 12638.74
"2011-05-09" 2835.49 7410.52 12684.68
"2011-05-10" 2869.32 7501.52 12760.36
"2011-05-11" 2857.03 7495.05 12630.03
"2011-05-12" 2829.83 7443.95 12695.92
"2011-05-13" 2822.57 7403.31 12595.75
"2011-05-16" 2845.94 7387.54 12548.37
"2011-05-17" 2805.67 7256.65 12479.58
"2011-05-18" 2824.23 7303.53 12560.18
"2011-05-19" 2821.46 7358.23 12605.32
"2011-05-20" 2829.43 7266.82 12512.04
"2011-05-23" 2816.7 7121.52 12381.26
"2011-05-24" 2824.01 7150.66 12356.21
"2011-05-25" 2853.7 7170.94 12394.66
"2011-05-26" 2855.9 7114.09 12402.76
"2011-05-27" 2866.63 7163.47 12441.58
"2011-05-31" 2903.61 7293.69 12569.79
"2011-06-01" 2901.61 7217.43 12290.14
"2011-06-02" 2896.05 7074.12 12248.55
"2011-06-03" 2883.82 7109.03 12151.26
"2011-06-06" 2868.98 7084.57 12089.96
"2011-06-07" 2895.87 7103.25 12070.81
"2011-06-08" 2884.17 7060.23 12048.94
"2011-06-09" 2871.69 7159.66 12124.36
"2011-06-10" 2852.16 7069.9 11951.91
"2011-06-13" 2858.49 7085.14 11952.97
"2011-06-14" 2879.07 7204.79 12076.11
"2011-06-15" 2866.62 7115.08 11897.27
"2011-06-16" 2863.81 7110.2 11961.52
"2011-06-17" 2880.13 7164.05 12004.36
"2011-06-20" 2828.12 7150.21 12080.38
"2011-06-21" 2837.19 7285.51 12190.01
"2011-06-22" 2807.74 7278.19 12109.67
"2011-06-24" 2801.59 7121.38 11934.58
"2011-06-27" 2788.18 7107.9 12043.56
"2011-06-28" 2782.83 7170.43 12188.69
"2011-06-29" 2812.05 7294.14 12261.42
"2011-06-30" 2802.01 7376.24 12414.34
"2011-07-01" 2813.35 7419.44 12582.77
"2011-07-05" 2813.58 7439.44 12569.87
"2011-07-06" 2792.37 7431.19 12626.02
"2011-07-07" 2820.08 7471.44 12719.49
