Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2015-12-02,11301.51,11329.79,11188.03,11190.02,87503233
2015-12-03,11173.79,11318.8,10780.63,10789.24,159632005
2015-12-04,10770.16,10814.82,10632.77,10752.1,111673723
2015-12-07,10832.42,10992.55,10806.52,10886.09,72014122
2015-12-08,10872.68,10895.5,10616.24,10673.6,91022538
2015-12-09,10719.7,10719.7,10554.54,10592.49,88869009
2015-12-10,10547.52,10662.77,10500.03,10598.93,80125889
2015-12-11,10572.86,10596.03,10294.25,10340.06,105118433
2015-12-14,10406.71,10448.65,10122.95,10139.34,97320059
2015-12-15,10239.8,10482.75,10237.48,10450.38,101824128
2015-12-16,10476.06,10572.55,10423.78,10469.26,84332314
2015-12-17,10685.3,10829.62,10656.39,10738.12,115513286
2015-12-18,10639.98,10735.85,10543.05,10608.19,197070857
2015-12-21,10607.2,10796.03,10497.77,10497.77,79428853
2015-12-22,10598.19,10623.98,10400.61,10488.75,61732203
2015-12-23,10623.56,10743.32,10595.27,10727.64,71407212
2015-12-28,10748.37,10756.17,10627.46,10653.91,35335926
2015-12-29,10744.96,10860.14,10731.63,10860.14,53347371
2015-12-30,10855.17,10857.43,10743.01,10743.01,35240296
2016-01-04,10485.81,10485.91,10248.58,10283.44,119844268
2016-01-05,10373.27,10384.26,10173.52,10310.1,84890443
2016-01-06,10288.68,10288.68,10094.18,10214.02,90465727
2016-01-07,10144.17,10145.47,9810.47,9979.85,128029005
2016-01-08,10010.47,10122.46,9849.34,9849.34,98631078
2016-01-11,9814.04,9978.69,9813.02,9825.07,92547620
2016-01-12,9832.82,10092.67,9832.82,9985.43,99681343
2016-01-13,10112.35,10164.05,9929.07,9960.96,93643404
2016-01-14,9836.85,9884.27,9614.77,9794.2,137020764
2016-01-15,9778.36,9832.92,9459.09,9545.27,146397665
